Series Name,Country Name,Country Code,Year,Value
"Youth illiterate population, 15-24 years, both sexes (number)",Lower middle income,LMC,2006,85842283.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa,MEA,2006,7948919.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (excluding high income),MNA,2006,7718618.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle East & North Africa (IDA & IBRD),TMN,2006,7711816.0
"Youth illiterate population, 15-24 years, both sexes (number)",Middle income,MIC,2006,94232728.0
"Youth illiterate population, 15-24 years, both sexes (number)",Other small states,OSS,2006,533447.0
"Youth illiterate population, 15-24 years, both sexes (number)",Pacific island small states,PSS,2006,13661.0
"Youth illiterate population, 15-24 years, both sexes (number)",Pre-demographic dividend,PRE,2006,42189247.0
"Youth illiterate population, 15-24 years, both sexes (number)",Small states,SST,2006,606677.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia,SAS,2006,64465056.0
"Youth illiterate population, 15-24 years, both sexes (number)",South Asia (IDA & IBRD),TSA,2006,64465056.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa,SSF,2006,48195354.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (excluding high income),SSA,2006,48187634.0
"Youth illiterate population, 15-24 years, both sexes (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2006,48195354.0
"Youth illiterate population, 15-24 years, both sexes (number)",Upper middle income,UMC,2006,8390446.0
"Youth illiterate population, 15-24 years, both sexes (number)",World,WLD,2006,132476771.0
GDP per capita (constant 2010 US$),Africa Eastern and Southern,AFE,2006,1444.99491661118
GDP per capita (constant 2010 US$),Africa Western and Central,AFW,2006,1486.55949108896
GDP per capita (constant 2010 US$),Arab World,ARB,2006,5692.88045660065
GDP per capita (constant 2010 US$),Caribbean small states,CSS,2006,9973.75017410876
GDP per capita (constant 2010 US$),Central Europe and the Baltics,CEB,2006,10012.7076114122
GDP per capita (constant 2010 US$),Early-demographic dividend,EAR,2006,2545.12688240831
GDP per capita (constant 2010 US$),East Asia & Pacific,EAS,2006,6456.11329176327
GDP per capita (constant 2010 US$),East Asia & Pacific (excluding high income),EAP,2006,3356.80566586703
GDP per capita (constant 2010 US$),East Asia & Pacific (IDA & IBRD),TEA,2006,3395.64183502111
GDP per capita (constant 2010 US$),Euro area,EMU,2006,33569.9160376685
GDP per capita (constant 2010 US$),Europe & Central Asia,ECS,2006,21136.8597660182
GDP per capita (constant 2010 US$),Europe & Central Asia (excluding high income),ECA,2006,5914.73771111888
GDP per capita (constant 2010 US$),Europe & Central Asia (IDA & IBRD),TEC,2006,6299.51331841849
GDP per capita (constant 2010 US$),European Union,EUU,2006,29072.0766890039
GDP per capita (constant 2010 US$),Fragile and conflict affected situations,FCS,2006,1709.87558494292
GDP per capita (constant 2010 US$),Heavily indebted poor countries (HIPC),HPC,2006,819.143892587586
GDP per capita (constant 2010 US$),High income,HIC,2006,37341.3784277112
GDP per capita (constant 2010 US$),IBRD only,IBD,2006,3676.48627331658
GDP per capita (constant 2010 US$),IDA & IBRD total,IBT,2006,3080.30427989564
GDP per capita (constant 2010 US$),IDA blend,IDB,2006,1563.90744154437
GDP per capita (constant 2010 US$),IDA only,IDX,2006,882.569869255253
GDP per capita (constant 2010 US$),IDA total,IDA,2006,1109.88029656771
GDP per capita (constant 2010 US$),Late-demographic dividend,LTE,2006,5003.72118755425
GDP per capita (constant 2010 US$),Latin America & Caribbean,LCN,2006,7587.31653562983
GDP per capita (constant 2010 US$),Latin America & Caribbean (excluding high income),LAC,2006,7221.19278247704
GDP per capita (constant 2010 US$),Latin America & Caribbean (IDA & IBRD),TLA,2006,7414.49020242269
GDP per capita (constant 2010 US$),Least developed countries: UN classification,LDC,2006,822.944808402854
GDP per capita (constant 2010 US$),Low & middle income,LMY,2006,2960.66573337214
GDP per capita (constant 2010 US$),Low income,LIC,2006,780.625920299832
GDP per capita (constant 2010 US$),Lower middle income,LMC,2006,1452.71394028398
GDP per capita (constant 2010 US$),Middle East & North Africa,MEA,2006,6470.85894578797
GDP per capita (constant 2010 US$),Middle East & North Africa (excluding high income),MNA,2006,3603.42425381667
GDP per capita (constant 2010 US$),Middle East & North Africa (IDA & IBRD),TMN,2006,3614.94782366907
GDP per capita (constant 2010 US$),Middle income,MIC,2006,3160.2543700254
GDP per capita (constant 2010 US$),North America,NAC,2006,52563.9314701405
GDP per capita (constant 2010 US$),OECD members,OED,2006,33677.4903738955
GDP per capita (constant 2010 US$),Other small states,OSS,2006,9589.46098643952
GDP per capita (constant 2010 US$),Pacific island small states,PSS,2006,3349.96633572602
GDP per capita (constant 2010 US$),Post-demographic dividend,PST,2006,38122.9375796329
GDP per capita (constant 2010 US$),Pre-demographic dividend,PRE,2006,1309.01831299486
GDP per capita (constant 2010 US$),Small states,SST,2006,9257.18784857904
GDP per capita (constant 2010 US$),South Asia,SAS,2006,1021.15915401305
GDP per capita (constant 2010 US$),South Asia (IDA & IBRD),TSA,2006,1021.15915401305
GDP per capita (constant 2010 US$),Sub-Saharan Africa,SSF,2006,1461.35033019364
GDP per capita (constant 2010 US$),Sub-Saharan Africa (excluding high income),SSA,2006,1460.18603332484
GDP per capita (constant 2010 US$),Sub-Saharan Africa (IDA & IBRD),TSS,2006,1461.35033019364
GDP per capita (constant 2010 US$),Upper middle income,UMC,2006,4881.49200777627
GDP per capita (constant 2010 US$),World,WLD,2006,8915.4226240689
"Government expenditure on education, total (% of GDP)",Africa Western and Central,AFW,2007,2.73747003078461
"Government expenditure on education, total (% of GDP)",Caribbean small states,CSS,2007,5.49022006988525
"Government expenditure on education, total (% of GDP)",Central Europe and the Baltics,CEB,2007,4.59521007537842
"Government expenditure on education, total (% of GDP)",Early-demographic dividend,EAR,2007,3.6185849905014
"Government expenditure on education, total (% of GDP)",East Asia & Pacific,EAS,2007,3.17887997627258
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (excluding high income),EAP,2007,3.06133496761322
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (IDA & IBRD),TEA,2007,3.06133496761322
"Government expenditure on education, total (% of GDP)",Euro area,EMU,2007,4.71541023254395
"Government expenditure on education, total (% of GDP)",Europe & Central Asia,ECS,2007,4.63328981399536
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (excluding high income),ECA,2007,3.54680502414704
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (IDA & IBRD),TEC,2007,3.97731995582581
"Government expenditure on education, total (% of GDP)",European Union,EUU,2007,4.71541023254395
"Government expenditure on education, total (% of GDP)",High income,HIC,2007,4.68453001976014
"Government expenditure on education, total (% of GDP)",IBRD only,IBD,2007,3.83096492290497
"Government expenditure on education, total (% of GDP)",IDA & IBRD total,IBT,2007,3.60984992980957
"Government expenditure on education, total (% of GDP)",IDA only,IDX,2007,3.07841992378235
"Government expenditure on education, total (% of GDP)",Late-demographic dividend,LTE,2007,4.20983982086182
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean,LCN,2007,4.08301019668579
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (excluding high income),LAC,2007,4.46260023117065
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (IDA & IBRD),TLA,2007,3.85516512393952
"Government expenditure on education, total (% of GDP)",Low & middle income,LMY,2007,3.60314989089966
"Government expenditure on education, total (% of GDP)",Middle East & North Africa (excluding high income),MNA,2007,4.73075985908508
"Government expenditure on education, total (% of GDP)",Middle East & North Africa (IDA & IBRD),TMN,2007,4.73075985908508
"Government expenditure on education, total (% of GDP)",Middle income,MIC,2007,3.60314989089966
"Government expenditure on education, total (% of GDP)",North America,NAC,2007,5.50486421585083
"Government expenditure on education, total (% of GDP)",OECD members,OED,2007,4.71541023254395
"Government expenditure on education, total (% of GDP)",Post-demographic dividend,PST,2007,4.90415000915528
"Government expenditure on education, total (% of GDP)",South Asia,SAS,2007,3.07624006271362
"Government expenditure on education, total (% of GDP)",South Asia (IDA & IBRD),TSA,2007,3.07624006271362
"Government expenditure on education, total (% of GDP)",Upper middle income,UMC,2007,3.64509499073028
"Government expenditure on education, total (% of GDP)",World,WLD,2007,4.09402012825012
"Government expenditure per student, secondary (% of GDP per capita)",Caribbean small states,CSS,2007,20.67751
"Government expenditure per student, secondary (% of GDP per capita)",Central Europe and the Baltics,CEB,2007,20.1969
"Government expenditure per student, secondary (% of GDP per capita)",Euro area,EMU,2007,23.70022
"Government expenditure per student, secondary (% of GDP per capita)",Europe & Central Asia,ECS,2007,22.93953
"Government expenditure per student, secondary (% of GDP per capita)",European Union,EUU,2007,22.90471
"Government expenditure per student, secondary (% of GDP per capita)",High income,HIC,2007,22.80694
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean,LCN,2007,12.64539
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean (excluding high income),LAC,2007,12.333665
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean (IDA & IBRD),TLA,2007,11.86758
"Government expenditure per student, secondary (% of GDP per capita)",OECD members,OED,2007,22.80694
"Government expenditure per student, secondary (% of GDP per capita)",Post-demographic dividend,PST,2007,24.6169
"Government expenditure per student, primary (% of GDP per capita)",Caribbean small states,CSS,2007,13.28476
"Government expenditure per student, primary (% of GDP per capita)",Central Europe and the Baltics,CEB,2007,19.19181
"Government expenditure per student, primary (% of GDP per capita)",Euro area,EMU,2007,19.04052
"Government expenditure per student, primary (% of GDP per capita)",Europe & Central Asia,ECS,2007,20.36261
"Government expenditure per student, primary (% of GDP per capita)",European Union,EUU,2007,19.201205
"Government expenditure per student, primary (% of GDP per capita)",High income,HIC,2007,18.78327
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean,LCN,2007,11.567695
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean (excluding high income),LAC,2007,12.53787
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean (IDA & IBRD),TLA,2007,11.21729
"Government expenditure per student, primary (% of GDP per capita)",OECD members,OED,2007,18.447585
"Government expenditure per student, primary (% of GDP per capita)",Post-demographic dividend,PST,2007,19.2106
"Literacy rate, adult male (% of males ages 15 and above)",Africa Eastern and Southern,AFE,2007,71.1080474853516
"Literacy rate, adult male (% of males ages 15 and above)",Africa Western and Central,AFW,2007,60.5974006652832
"Literacy rate, adult male (% of males ages 15 and above)",Arab World,ARB,2007,79.0103302001953
"Literacy rate, adult male (% of males ages 15 and above)",Caribbean small states,CSS,2007,88.8176574707031
"Literacy rate, adult male (% of males ages 15 and above)",Early-demographic dividend,EAR,2007,80.0433197021484
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific,EAS,2007,96.1437911987305
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (excluding high income),EAP,2007,96.4682922363281
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (IDA & IBRD),TEA,2007,96.4255981445312
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia,ECS,2007,98.2876968383789
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (excluding high income),ECA,2007,99.0065765380859
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (IDA & IBRD),TEC,2007,99.04541015625
"Literacy rate, adult male (% of males ages 15 and above)",Fragile and conflict affected situations,FCS,2007,70.6260375976562
"Literacy rate, adult male (% of males ages 15 and above)",Heavily indebted poor countries (HIPC),HPC,2007,63.4511184692383
"Literacy rate, adult male (% of males ages 15 and above)",IBRD only,IBD,2007,90.2618179321289
"Literacy rate, adult male (% of males ages 15 and above)",IDA & IBRD total,IBT,2007,85.6569366455078
"Literacy rate, adult male (% of males ages 15 and above)",IDA blend,IDB,2007,69.2852325439453
"Literacy rate, adult male (% of males ages 15 and above)",IDA only,IDX,2007,64.9738082885742
"Literacy rate, adult male (% of males ages 15 and above)",IDA total,IDA,2007,66.4329681396484
"Literacy rate, adult male (% of males ages 15 and above)",Late-demographic dividend,LTE,2007,96.1358337402344
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean,LCN,2007,91.847770690918
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (excluding high income),LAC,2007,91.3633575439453
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (IDA & IBRD),TLA,2007,91.6596527099609
"Literacy rate, adult male (% of males ages 15 and above)",Least developed countries: UN classification,LDC,2007,62.4323997497559
"Literacy rate, adult male (% of males ages 15 and above)",Low & middle income,LMY,2007,85.476936340332
